tile_id,split,dem_real_available,dem_shuffled_available,real_current_loss_weighted_viol_frac,real_current_loss_unweighted_viol_frac,real_current_loss_n_active_pairs,real_d8_weighted_viol_frac,real_d8_unweighted_viol_frac,real_d8_n_active_pixels,real_d8_s0,real_n_water,real_n_dry,real_n_valid,real_mean_elev_water,real_mean_elev_dry,real_median_elev_water,real_median_elev_dry,real_delta_mean_elev,real_delta_median_elev,real_elev_auc,shuffled_tile_id,shuffled_current_loss_weighted_viol_frac,shuffled_current_loss_unweighted_viol_frac,shuffled_current_loss_n_active_pairs,shuffled_d8_weighted_viol_frac,shuffled_d8_unweighted_viol_frac,shuffled_d8_n_active_pixels,shuffled_d8_s0,shuffled_n_water,shuffled_n_dry,shuffled_n_valid,shuffled_mean_elev_water,shuffled_mean_elev_dry,shuffled_median_elev_water,shuffled_median_elev_dry,shuffled_delta_mean_elev,shuffled_delta_median_elev,shuffled_elev_auc,delta_current_loss_weighted_viol_frac,delta_current_loss_unweighted_viol_frac,delta_d8_weighted_viol_frac,delta_d8_unweighted_viol_frac,delta_delta_mean_elev,delta_elev_auc
Somalia_989553,train,True,True,0.000455,0.002108,217724,0.001075,0.002422,107771,1.000000,2307,107996,110303,203.100830,215.596283,202.786392,205.140930,12.495453,2.354538,0.678114,Ghana_1089161,0.002172,0.002085,217723,0.003006,0.002542,108181,1.000000,2307,107996,110303,171.643097,175.041931,170.321930,175.006653,3.398834,4.684723,0.656154,-0.001717,0.000023,-0.001931,-0.000120,9.096619,0.021961
Somalia_992457,train,True,True,0.003582,0.004323,355317,0.004291,0.005007,175140,1.000000,7852,173288,181140,101.812477,102.039612,101.885300,102.060379,0.227135,0.175079,0.618236,USA_86502,0.002689,0.005294,341716,0.003403,0.006380,169135,1.000000,7852,173288,181140,231.046616,239.050644,230.725830,231.074524,8.004028,0.348694,0.621888,0.000893,-0.000971,0.000889,-0.001372,-7.776894,-0.003653
Spain_1167260,train,True,True,0.009530,0.014115,523184,0.010611,0.014977,259002,1.000000,42519,219600,262119,4.627353,5.678835,4.381878,5.559294,1.051482,1.177415,0.700405,Somalia_992457,0.021932,0.019015,523161,0.025342,0.021527,258606,1.000000,42519,219600,262119,101.843460,102.017113,101.772667,102.048836,0.173653,0.276169,0.596322,-0.012402,-0.004900,-0.014730,-0.006550,0.877830,0.104083
Spain_2472849,train,True,True,0.000095,0.000031,522278,0.000103,0.000050,259698,1.000000,20,261739,261759,48.596558,59.902073,48.119850,57.627285,11.305515,9.507435,0.662407,Ghana_144050,0.000018,0.000023,522276,0.000023,0.000031,260954,1.000000,20,261739,261759,277.462952,288.798767,277.287170,287.068054,11.335815,9.780884,0.611949,0.000076,0.000008,0.000080,0.000019,-0.030300,0.050458
Spain_3285448,train,True,True,0.000649,0.001047,421190,0.000962,0.001225,209832,1.000000,56389,205747,262136,-0.709148,26.123972,0.000000,20.706970,26.833120,20.706970,0.973927,India_804466,0.001855,0.001840,522222,0.002555,0.002446,258381,1.000000,56389,205747,262136,65.782173,66.223808,64.815887,64.753532,0.441635,-0.062355,0.529488,-0.001205,-0.000793,-0.001593,-0.001221,26.391485,0.444440
Spain_337094,train,True,True,0.003628,0.010220,522321,0.005096,0.011237,260034,1.000000,26075,235981,262056,21.633348,53.840229,18.360912,38.255543,32.206881,19.894630,0.862029,Mekong_846007,0.012840,0.014021,522915,0.017560,0.017125,260787,1.000000,26075,235981,262056,69.804825,58.486073,74.752975,48.433510,-11.318752,-26.319466,0.387979,-0.009212,-0.003802,-0.012464,-0.005888,43.525633,0.474049
Spain_5816638,train,True,True,0.000077,0.000132,522761,0.000109,0.000130,260610,1.000000,379,261673,262052,113.224800,120.264046,125.500000,111.289490,7.039246,-14.210510,0.505355,Pakistan_760290,0.000177,0.000218,522944,0.000240,0.000280,260796,1.000000,379,261673,262052,353.529053,355.255219,356.467987,357.438629,1.726166,0.970642,0.591401,-0.000100,-0.000086,-0.000131,-0.000149,5.313080,-0.086046
Spain_5923267,train,True,True,0.009097,0.010436,52702,0.009973,0.010618,25712,1.000000,201713,17030,218743,-0.131417,1.947157,0.000000,1.183458,2.078574,1.183458,0.945525,India_698338,0.004684,0.004046,433557,0.005568,0.004968,214788,1.000000,201713,17030,218743,99.115974,106.950134,97.898056,107.520493,7.834160,9.622437,0.812929,0.004414,0.006390,0.004405,0.005650,-5.755586,0.132595
Spain_7856615,train,True,True,0.002574,0.004412,522626,0.003586,0.004918,258661,1.000000,9637,252293,261930,8.326283,9.763657,8.441644,9.507090,1.437373,1.065446,0.736984,Nigeria_952958,0.005533,0.005776,521979,0.006971,0.006848,259475,1.000000,9637,252293,261930,94.080856,92.458115,91.021004,89.277992,-1.622742,-1.743011,0.458627,-0.002959,-0.001364,-0.003385,-0.001931,3.060115,0.278358
Sri-Lanka_120804,train,True,True,0.002205,0.003852,521053,0.002937,0.004656,259852,1.000000,6958,255186,262144,81.590630,81.283829,81.787277,81.193649,-0.306801,-0.593628,0.481131,Ghana_135389,0.005089,0.005021,523253,0.006492,0.005901,260981,1.000000,6958,255186,262144,242.021301,245.827560,241.790863,244.945404,3.806259,3.154541,0.598455,-0.002884,-0.001169,-0.003556,-0.001244,-4.113060,-0.117324
Sri-Lanka_135713,train,True,True,0.000000,0.000000,266366,0.000000,0.000000,133238,1.000000,0,134330,134330,,,,,,,,Spain_2472849,0.000000,0.000000,266385,0.000000,0.000000,132332,1.000000,0,134330,134330,,,,,,,,0.000000,0.000000,0.000000,0.000000,,
Sri-Lanka_152185,train,True,True,0.000063,0.000279,523264,0.000113,0.000276,261139,1.000000,2198,259946,262144,27.956823,62.892033,27.466673,54.724648,34.935209,27.257975,0.967791,India_383430,0.000522,0.000426,519022,0.000669,0.000474,257494,1.000000,2198,259946,262144,76.382690,74.770988,76.185295,74.174591,-1.611702,-2.010704,0.242111,-0.000459,-0.000147,-0.000556,-0.000198,36.546911,0.725680
Sri-Lanka_163406,train,True,True,0.000111,0.000341,507863,0.000124,0.000324,253193,1.000000,5070,257074,262144,24.733047,32.114021,20.311373,32.316055,7.380974,12.004683,0.744550,India_1017769,0.000970,0.001154,207960,0.001711,0.001537,104119,1.000000,5070,257074,262144,64.331512,65.871185,63.000000,63.500000,1.539673,0.500000,0.535827,-0.000859,-0.000813,-0.001587,-0.001213,5.841301,0.208724
Sri-Lanka_49764,train,True,True,0.000535,0.000975,485221,0.000990,0.001110,242399,1.000000,2486,240841,243327,145.403076,249.590515,151.601898,236.153549,104.187439,84.551651,0.839716,Spain_1167260,0.001429,0.001772,485220,0.001735,0.002108,240059,1.000000,2486,240841,243327,5.432063,5.460270,5.905050,5.354337,0.028207,-0.550714,0.478120,-0.000893,-0.000798,-0.000745,-0.000998,104.159232,0.361596
Sri-Lanka_883641,train,True,True,0.000313,0.000609,516940,0.000487,0.000641,257385,1.000000,13500,248644,262144,40.700184,64.349709,40.103943,58.753708,23.649525,18.649765,0.965869,Somalia_1068756,0.001233,0.001296,523237,0.001723,0.001665,258197,1.000000,13500,248644,262144,125.681961,125.779137,125.678459,125.714569,0.097176,0.036110,0.541189,-0.000920,-0.000686,-0.001236,-0.001024,23.552349,0.424680
Sri-Lanka_92824,train,True,True,0.003442,0.007854,484314,0.003567,0.008356,241033,1.000000,55390,191116,246506,12.361024,20.765121,11.815236,20.190102,8.404098,8.374866,0.900814,India_324254,0.013605,0.013200,490598,0.016134,0.015941,244899,1.000000,55390,191116,246506,223.968399,204.853912,217.504425,169.887695,-19.114487,-47.616730,0.417203,-0.010163,-0.005346,-0.012567,-0.007586,27.518584,0.483611
Sri-Lanka_956740,train,True,True,0.000126,0.000179,384909,0.000104,0.000136,191812,1.000000,7918,194151,202069,73.758118,83.538002,70.000000,83.060081,9.779884,13.060081,0.829629,Ghana_362274,0.001029,0.001142,402713,0.001169,0.001287,198899,1.000000,7918,194151,202069,124.721344,123.654434,126.983337,123.393158,-1.066910,-3.590179,0.356701,-0.000903,-0.000963,-0.001065,-0.001152,10.846794,0.472928
USA_1010394,train,True,True,0.000850,0.000860,522318,0.001060,0.001012,260893,1.000000,1481,260650,262131,306.587219,311.361145,304.432129,310.500854,4.773926,6.068726,0.664329,Paraguay_224845,0.001359,0.001347,523197,0.001795,0.001702,257935,1.000000,1481,260650,262131,73.419098,73.365952,73.440796,73.323967,-0.053146,-0.116829,0.465340,-0.000509,-0.000488,-0.000735,-0.000690,4.827072,0.198988
USA_114964,train,True,True,0.000129,0.000199,523148,0.000203,0.000249,261325,1.000000,354,261771,262125,302.010010,315.026184,301.237000,316.115967,13.016174,14.878967,0.851412,USA_994009,0.000383,0.000308,521930,0.000455,0.000418,260622,1.000000,354,261771,262125,303.599762,304.532928,297.937500,301.730927,0.933167,3.793427,0.556438,-0.000254,-0.000110,-0.000252,-0.000169,12.083008,0.294974
USA_115033,train,True,True,0.000606,0.000812,522097,0.000799,0.000979,260509,1.000000,2359,259750,262109,278.429169,277.821594,282.500000,277.607239,-0.607574,-4.892761,0.474814,Sri-Lanka_883641,0.001088,0.001472,516823,0.001702,0.001838,257323,1.000000,2359,259750,262109,56.951927,63.189201,53.986038,57.906776,6.237274,3.920738,0.563365,-0.000482,-0.000660,-0.000902,-0.000859,-6.844849,-0.088551
USA_181263,train,True,True,0.000777,0.000682,415174,0.000858,0.000764,206892,1.000000,1065,207106,208171,305.741821,305.819397,304.207886,303.322205,0.077576,-0.885681,0.500729,USA_655230,0.001423,0.001200,415152,0.001591,0.001499,206870,1.000000,1065,207106,208171,313.034271,311.506348,312.384155,311.595306,-1.527924,-0.788849,0.447029,-0.000645,-0.000518,-0.000733,-0.000735,1.605499,0.053699
USA_217598,train,True,True,0.004610,0.004609,512900,0.005101,0.005049,255491,1.000000,45255,212366,257621,262.520508,281.274353,259.134521,277.348053,18.753845,18.213531,0.903768,Sri-Lanka_135713,0.010029,0.009406,514134,0.012149,0.012073,257104,1.000000,45255,212366,257621,661.647888,535.287964,647.480164,501.152527,-126.359924,-146.327637,0.279983,-0.005419,-0.004797,-0.007048,-0.007024,145.113770,0.623785
USA_224165,train,True,True,0.000045,0.000046,523195,0.000071,0.000065,261608,1.000000,161,261965,262126,311.494659,323.377808,302.609283,325.047028,11.883148,22.437744,0.764226,India_1072277,0.000219,0.000090,522933,0.000205,0.000115,260187,1.000000,161,261965,262126,128.441971,105.076309,133.577545,85.244904,-23.365662,-48.332642,0.175531,-0.000173,-0.000044,-0.000135,-0.000050,35.248810,0.588694
USA_387945,train,True,True,0.001168,0.003860,520015,0.001528,0.004316,258099,1.000000,13453,248686,262139,257.856476,267.226013,258.324829,260.487854,9.369537,2.163025,0.889547,USA_224165,0.006265,0.006014,523239,0.007738,0.007300,261634,1.000000,13453,248686,262139,317.563965,323.684418,319.037262,325.433716,6.120453,6.396454,0.655352,-0.005097,-0.002155,-0.006210,-0.002984,3.249084,0.234195
USA_58086,train,True,True,0.001549,0.001642,522604,0.001635,0.001903,260663,1.000000,15894,246218,262112,269.368774,289.432037,266.827850,291.663757,20.063263,24.835907,0.943167,USA_217598,0.004159,0.003369,521864,0.004828,0.004193,259982,1.000000,15894,246218,262112,280.517975,278.473389,276.437012,275.834534,-2.044586,-0.602478,0.490221,-0.002610,-0.001727,-0.003193,-0.002290,22.107849,0.452946
USA_604222,train,True,True,0.005494,0.002080,519829,0.005580,0.002567,258684,1.000000,6641,255482,262123,277.974426,281.876678,279.133667,281.391052,3.902252,2.257385,0.669458,Pakistan_474121,0.002140,0.003177,498285,0.003255,0.003751,248979,1.000000,6641,255482,262123,305.964111,307.904572,306.625732,311.220947,1.940460,4.595215,0.541096,0.003354,-0.001097,0.002324,-0.001184,1.961792,0.128362
USA_655230,train,True,True,0.000417,0.000461,522839,0.000569,0.000568,260726,1.000000,1145,260984,262129,306.914368,309.767395,309.500000,309.597626,2.853027,0.097626,0.577080,Ghana_156478,0.000954,0.000864,523207,0.001170,0.001023,260078,1.000000,1145,260984,262129,126.353645,122.500793,125.180313,120.799896,-3.852852,-4.380417,0.450701,-0.000537,-0.000403,-0.000601,-0.000455,6.705879,0.126379
USA_664261,train,True,True,0.001387,0.000960,519551,0.001576,0.000999,258316,1.000000,4815,257300,262115,304.055145,309.253693,302.731171,309.867493,5.198547,7.136322,0.600819,USA_58086,0.002030,0.001978,522636,0.002663,0.002471,260675,1.000000,4815,257300,262115,292.946045,288.125793,294.339691,290.205688,-4.820251,-4.134003,0.389901,-0.000642,-0.001018,-0.001087,-0.001472,10.018799,0.210918
USA_693819,train,True,True,0.000835,0.001001,522544,0.001023,0.001104,260838,1.000000,2454,259650,262104,320.503967,327.445038,320.785400,325.478912,6.941071,4.693512,0.691640,Paraguay_247656,0.001310,0.001695,486752,0.001724,0.001935,241322,1.000000,2454,259650,262104,70.790634,71.105553,70.267868,70.726837,0.314919,0.458969,0.528653,-0.000474,-0.000694,-0.000701,-0.000831,6.626152,0.162986
USA_770353,train,True,True,0.002559,0.007603,497432,0.004104,0.008594,246672,1.000000,34427,227714,262141,238.003998,258.925171,238.356247,241.522430,20.921173,3.166183,0.894050,Mekong_922373,0.009196,0.011063,519846,0.011435,0.013318,258514,1.000000,34427,227714,262141,20.602888,24.750174,17.716974,20.236546,4.147285,2.519571,0.659405,-0.006637,-0.003460,-0.007331,-0.004724,16.773888,0.234645
USA_86502,train,True,True,0.001960,0.006773,506893,0.002868,0.007268,251527,1.000000,66362,195770,262132,229.686066,243.575745,229.816071,231.921661,13.889679,2.105591,0.905246,Somalia_230192,0.014838,0.014914,523203,0.018501,0.018090,258209,1.000000,66362,195770,262132,112.574959,112.512993,112.594948,112.550278,-0.061966,-0.044670,0.486337,-0.012877,-0.008141,-0.015633,-0.010822,13.951645,0.418910
USA_908474,train,True,True,0.000420,0.000672,522273,0.000528,0.000752,260754,1.000000,1846,260225,262071,271.623871,280.143921,272.500000,282.663757,8.520050,10.163757,0.679524,Ghana_168875,0.001373,0.001233,522511,0.001690,0.001541,259631,1.000000,1846,260225,262071,141.401566,141.012589,143.267853,141.650894,-0.388977,-1.616959,0.493382,-0.000953,-0.000560,-0.001162,-0.000789,8.909027,0.186142
USA_994009,train,True,True,0.000591,0.000876,521602,0.000800,0.001044,260464,1.000000,1897,260121,262018,301.144745,304.549530,299.779266,301.735321,3.404785,1.956055,0.565715,Nigeria_143329,0.001585,0.001607,522866,0.002069,0.001945,260708,1.000000,1897,260121,262018,113.601097,110.635269,115.763283,110.439407,-2.965828,-5.323875,0.437233,-0.000994,-0.000730,-0.001269,-0.000900,6.370613,0.128483
